uid,PublishDate,body,title,url,newspaper_uid,host
7262d1dba2c2a2c4aa2de4263a240496, viernes 04 de septiembre de 2020 - 9:03 AM          ,"  La Organización Mundial de la Salud (OMS) sostuvo hoy que lo más probable es que haya que esperar hasta mediados de 2021 para que se realicen vacunaciones masivas contra la COVID-19.   “En términos realistas, no esperamos ver vacunaciones masivas hasta mediados del próximo año”, dijo hoy a la prensa la portavoz de la organización, Margaret Harris.   Precisó que entre seis y nueve candidatas a vacunas están en fases avanzadas de investigación, con una parte de ellas en la fase 3 de los ensayos clínicos, que requieren la participación de 30.000 a más voluntarios y de la que se extrae la información sobre la eficacia del producto y se confirma que es seguro.   La carrera por desarrollar una vacuna contra la COVID-19 a la que se han lanzado decenas de farmacéuticas y firmas biotecnológicas ha generado esperanza y a la vez confusión sobre los plazos en los cuales una o más vacunas realmente podrían estar disponible para el público.   Además: La competencia por hallar una cura al COVID-19   Harris reconoció que esta confusión existe y que, en parte, ha sido alimentada por el hecho de que hay gente que está siendo vacunada en el marco de los ensayos clínicos que se están realizando con varias vacunas candidatas, pero que no se sabe si realmente funcionan.  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//mundo/oms-espera-vacunaciones-masivas-contra-la-covid-19-hasta-mediados-de-2021-JK2840685,vanguardia,www.vanguardia.com
fa47b5f27324ac973bff42b51a061915, viernes 04 de septiembre de 2020 - 9:30 PM          ,"  Djokovic, de 33 años, que se mantiene invicto en lo que va de temporada con marca de 26-0, apenas necesitó una hora y 42 minutos para estar por decimotercera vez consecutiva entre los 16 mejores del Abierto.   El próximo rival de Djokovic será el español Pablo Carreño, vigésimo cabeza de serie, que logró el pase a los octavos de final después de vencer también en tres sets seguidos, 6-4, 6-3 y 6-2 al lituano Ricardas Berankis, número 65 del mundo.   Carreño, de 29 años, que logró por segunda vez el pase a los octavos del Abierto, después que en el 2017 alcanzó las semifinales, su mejor clasificación en un torneo de Grand Slam, se enfrentará a Djokovic por cuarta vez con ventaja de 3-0 para el número uno del mundo.   Djokovic, que busca su cuarto título en el Abierto y el decimoctavo de Grand Slam, se ha mostrado intratable en las pistas de Flushing Meadows desde que llegó hace dos semanas para disputar primero el Masters 1000 de Cincinnati, que ganó por segunda vez.   Precisamente, en cuartos también había ganado a Struff, que una vez más nada pudo hacer ante el tenis de Djokovic, que está a un nivel muy superior al del resto con la derecha demoledora que posee, su cobertura infranqueable del fondo de la pista y un saque que le da siempre los tantos que necesita.   De esta manera, el partido no tuvo más historia que ver como Djokovic no cedió su saque en las cuatro oportunidades que generó Struff para hacerlo, mientras que el número uno del mundo aprovechó 5 de las 11 que disputó y de esta manera su presentación en la pista central Arthur Ashe más bien pareció una formalidad que un duelo interesante de tercera ronda de un Grand Slam.   Djokovic colocó 34 golpes ganadores contra 23 errores no forzados, comparados a los 23 y 32, respectivamente, de Struff, que fue de menos a más ante el dominio completo que imponía el actual campeón del Abierto de Australia, que dio otra exhibición más de dominio e “instinto asesino”.   Junta a la esperada victoria de Djokovic, el que pueda ser su rival en las semifinales, el joven alemán Alexander Zverev, quinto cabeza de serie, superó un set en contra y venció por 6-7 (4), 6-4, 6-2 y 6-2 al francés Adrian Mannarino, trigésimo tercero preclasificado, y logró por segunda vez consecutiva el pase a los octavos de final.  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//deportes/tenis/djokovic-sigue-imparable-en-el-abierto-de-estados-unidos-BH2845434,vanguardia,www.vanguardia.com
f36316473cbc2adc7dcb8a12526b2b5c, martes 01 de septiembre de 2020 - 10:00 AM          ,"  El médico Víctor Raúl Castillo, presidente de la Fundación Cardiovascular, FCV, y del Hospital Internacional de Colombia, HIC, aseguró que una funcionaria de su clínica tuvo infección por coronavirus en marzo y se contagió nuevamente casi tres meses después de resultar negativa.   Se trata de Laura Juliana Torres, jefa de Seguridad y Salud en el trabajo de la FCV, quien entró nuevamente en julio en un cerco epidemiológico y, tras realizar la prueba, volvió a dar positivo.   “La infección quedó comprobada con prueba positiva PCR realizada por el Instituto Nacional de Salud, en marzo. También se le hicieron pruebas serológicas y no quedó inmunizada. Tuvo reinfección por coronavirus en julio, también comprobada con PCR. Tampoco quedó inmunizada”, dijo Castillo.   Este caso sería el primero documentado en el departamento de un paciente que tras dar positivo y recuperarse del virus, tiempo después resulta nuevamente contagiada. Por el momento, el INS está estudiando si las dos infecciones fueron causadas por dos virus con genéticas distintas, que es, según el infectólogo Carlos Álvarez, coordinador de estudios de covid-19 en Colombia para la Organización Mundial de la Salud (OMS), la definición de la reinfección.   Es decir, el material genético de la primera y la segunda prueba molecular PCR debe ser distinto para calificarse como reinfección.   Mientras el INS y el HIC estudian el material genético de las dos pruebas de Torres, Castillo asegura que este hallazgo lo que quiere decir es que con el COVID-19 nada está asegurado.   “Que porque te dio ya la enfermedad no es garantía de que no te vuelva a dar. Esto debe significar un llamado de responsabilidad y de extremar el autocuidado. Y quiere decir también que es probable que se den más casos similares”, dijo el médico.   Lo que está claro por el momento, según Castillo, es que el país y el mundo debe realizar más investigaciones sobre reinfección para determinar también tasa de incidencia.   Además, el médico explica que estos casos de reinfección pueden traer más consecuencias toda vez que los tiempos entre el primer contagio y el segundo fue poco.   “Solo pasaron tres meses. Y a esta fecha ella todavía no genera anticuerpos. Hay que ser muy consientes de los riesgos porque no sabemos con qué potencia pueda dar el virus en la segunda ocasión. El llamado nuevamente es a cuidarse”, comentó Castillo.   Los casos documentados   Científicos lograron documentar casos de reinfecciones en pacientes en China, Holanda y Bélgica.   Además, en Estados Unidos, Brasil y Ecuador están en estudio varios casos similares.   La Organización Mundial de la Salud (OMS) señala que estas reinfecciones son algo excepcional entre los 12,87 millones de contagios que tiene América.   Por ejemplo, el caso de un hombre de 25 años residente en Reno (Nevada), con una posible reinfección de Sars-CoV-2, sería el primero detectado en Estados Unidos. Según medios nacionales estadounidenses, se trata de un sujeto que dio positivo por primera vez al coronavirus a mediados de abril pasado y, tras recuperarse, volvió a enfermarse a finales de mayo.   En Brasil, el Hospital de las Clínicas de la ciudad de Sao Paulo está investigando a siete posibles casos de reinfección. Los pacientes bajo sospecha están siendo sometidos a exámenes clínicos ""adicionales"" después de presentar síntomas y dar positivo en test de diagnóstico ""en dos periodos diferentes"", informó el hospital.   El Instituto de Microbiología de la Universidad San Francisco de Quito (USFQ) detectó el primer caso de reinfección de coronavirus en Ecuador, en un paciente que en mayo había dado positivo para COVID-19 y que volvió a contagiarse con otra cepa de este patógeno.   El Instituto indicó que ""era el primer caso comprobado de reinfección del SARS-CoV-2, causante del COVID-19, en un paciente de bandera de Ecuador"". Asimismo, señaló que ""las dos cepas pertenecen a grupos genéticos diferentes"" y que ""tienen mutaciones en distintos sitios, demostrando que son diferentes"".  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//area-metropolitana/bucaramanga/profesional-de-la-salud-seria-la-primera-reinfectada-con-covid-19-en-santander-GK2826484,vanguardia,www.vanguardia.com
b871911c2e075e1c284e840dd6594922, sábado 05 de septiembre de 2020 - 3:00 PM          ,"  Ese 5 de septiembre de 1993, en el estadio Monumental de Núñez, Colombia humilló y goleó a Argentina 5-0, en marco de la última fecha de las Eliminatorias Suramericanas con miras al Mundial de Estados Unidos 1994.   Fue una fecha única, especial, de los momentos más importantes del fútbol colombiano a nivel de selección.        Es verdad que no es un título, pero eso no le resta méritos a este gran suceso que en ese momento le dio la vuelta al mundo.   Rincón se hizo presente en el marcador a los 41 minutos del primer tiempo; Asprilla convirtió el segundo a 49 del complemento; el tercero lo hizo el mismo Coloso de Buenavantura a los 72; dos minutos después el mismo ‘Tino’ concretó el 4-0 y por último, a los 84, Valencia le puso el moño a ese gran regalo del 5-0, que se convirtió en uno de los triunfos más rimbombante que ha tenido el fútbol colombiano en todos sus tiempos.   Colombia saltó a la cancha con Óscar Córdoba, ‘Chonto’ Herrera, Luis Carlos Perea, Alexis Mendoza, Wilson Pérez, ‘Barrabás’ Gómez, Leonel Álvarez, ‘Pibe’ Valderrama, Freddy Rincón, ‘Tren’ Valencia y ‘Tino’ Asprilla. El técnico fue ‘Pacho’ Maturana, quien no hizo cambios en los 90 minutos.   El ‘Coco’ Basile formó a Argentina con Sergio Goycochea, Julio Saldaña, Jorge Borelli, Óscar Ruggeri, Ricardo Altamirano, Gustavo Zapata, Fernando Redondo, Diego Simeone, Leo Rodríguez, Ramón Medina Bello y Gabriel Omar Batistuta.   La tricolor mandó a repechaje a Argentina y en las gradas del estadio hasta el mismo Diego Maradona aplaudió esa gesta futbolística de la banda del Pibe.   27 años después, Argentina aún le duele muchísimo ese recuerdo.  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//deportes/futbol-colombiano/27-anos-despues-el-5-0-de-colombia-ante-argentina-sigue-siendo-motivo-de-gozo-EH2845996,vanguardia,www.vanguardia.com
6decd9715de5a7295e1512bcb322baf2, lunes 31 de agosto de 2020 - 12:01 AM          ,"  No tiene sentido que se pase la vida quejándose o renegando de lo que le sucede, de lo que ‘le toca’ realizar o de la supuesta mala suerte que lo persigue.   Ese papel de víctima o de desdichado ni le sienta bien ni mucho menos le permite proyectar una buena imagen.   ¿Qué pretende lograr al hablar más lo que le duele que de lo que le gusta?   Le sonará algo egoísta, pero cuando me encuentro con alguien quejumbroso prefiero dar un paso al costado y dejo que se sumerja en su amargura.   Nunca he entendido qué de bueno puede haber en estar junto a alguien que suele ver un futuro oscuro.   En cambio sí me impacta la gente que asume una actitud esperanzadora. Y tal vez se lea interesada mi posición, pero cuando me acerco a alguien así me contagio de una energía tal, que me hace creer que a mí también todo me sonreirá.   ¡Me fascina ese tipo de contagio!   Buscar el lado positivo ayuda más que quedarse con los brazos cruzados o que ir de persona en persona relatando las penas.   Es preciso ver más allá y no creer que se vino a este mundo a sufrir.   ¡Ni más faltaba!   Debe observar las cosas con más objetividad y comprender que siempre tiene muchas razones para sentirse bien. Perciba su entorno de una manera más optimista.   En medio de su cotidianidad, que a veces le parece tediosa, existen poderosos motivos para ser feliz. Cada día hay 24 razones para aprovechar y disfrutar. Dicho de otra forma, cada amanecer encuentra un día lleno de posibilidades y de alternativas.   Aprenda a cumplir sus agendas de una manera más halagüeña. Si no lo hace, perderá las buenas oportunidades que se le van a presentar y no disfrutará de los retos que la vida y que Dios mismo le van a plantear.   Quiero invitarlo a que no se resigne a vivir en el tedio; hacerlo sería un craso error. La ‘buena vibra’ alimenta más.   Es fundamental asumir el reto de enfrentar la vida con alegría y dignidad; de esta forma manejará las circunstancias que deba asumir con serenidad y, por ende, todo lo que quiera lograr o lo que se proponga conseguir será suyo.   Es algo así como atreverse a vivir la vida que quisiera contar.   Una última recomendación: No son las vías de la imposición, del abatimiento o de la terquedad las que podrán dirigir las acciones a ejecutar; sino los trayectos de la esperanza, de la dedicación y de la perseverancia.   ¡Dios lo bendiga!  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//entretenimiento/espiritualidad/refleje-y-asuma-una-actitud-positiva-LEVL433923,vanguardia,www.vanguardia.com
b6edcf234ea2fd7551960d50724e40e4, viernes 04 de septiembre de 2020 - 10:20 AM          ,"  La etapa fue rápida y bastante movida desde el comienzo por causa del Bora – Hansgrohe, el equipo de Peter Sagan, que puso un ritmo fuerte que perjudicó a varios velocistas, que se vieron fuera del lote principal antes de los 30 kilómetros de recorrido.   Después el viento se encargó del resto, pues obligó a las estrategias de carrera por parte de los grandes equipos para llevar a sus mejores hombres en la parte delantera, lo que llevó a poner el pie en el ‘acelerador’ e ir formando los famosos abanicos que cobraron varias víctimas, que terminaron perdiendo tiempo y complicando sus opciones en la general del Tour.   Entre los beneficiados de esta etapa figuran los colombianos Egan Bernal (Ineos – Grenadiers), Nairo Quintana (Arkea – Samsic), Miguel Ángel López (Astana Pro Team), Rigoberto Urán y Sergio Andrés Higuita (EF Pro Cycling), que llegaron en el grupo principal, junto al líder, el británico Adam Yates (Mitchelton – Scott), así como con el esloveno Primos Roglic y el holandés Tom Dumoulin (Jumbo – Visma).   Mientras que entre los perjudicados, figuran el colombiano Esteban Chaves (Mitchelton – Scott), el español Mikel Landa (Bahrain – McLaren), el esloveno Tadej Pogacar (UAE _ Team Emirates), el australiano Richie Porte y Bouke Mollema (Trek – Segafredo), quienes perdieron más de un minuto en la línea de meta   Cabe destacar que tras esta jornada, el colombiano Egan Bernal asumió el liderato de la clasificación de los jóvenes.  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//deportes/tour-de-francia/van-aert-gano-una-trepidante-y-emotiva-etapa-del-tour-de-francia-GL2841495,vanguardia,www.vanguardia.com
e893c67d5c10108f3c2bfe31ad27a7aa, sábado 05 de septiembre de 2020 - 2:00 PM          ,"  Haishen, décimo tifón de la temporada en el Pacífico y catalogado como ""muy fuerte"" por la Agencia meteorológica de Japón (JMA), podría tocar tierra en las islas Amami y otras zonas de la ínsula de Kyushu entre la tarde del domingo y el lunes con lluvias récord, y los gobiernos locales han recomendado evacuaciones tempranas.   La ciudad de Amami emitió este sábado una recomendación de evacuación para la totalidad de su población, 42.674 personas, a la que ha instado a desplazarse a alguno de los más de 70 centros de evacuación habilitados en la ínsula.   Las cámaras de medios locales como el diario Yomiuri captaron la llegada de algunos de los evacuados llevando ropa de cama y otros enseres, y tomándose la temperatura y adoptando otras medidas para evitar la propagación del nuevo coronavirus en las instalaciones.   A las 17:45 hora local (8:45 GMT), Haishen se encontraba a unos 300 kilómetros al este de Okinawa y 350 km al sudeste de Amami, aunque sus vientos ya se dejaban notar en la región.   La tormenta de vientos se desplazaba a 15 kilómetros por hora en dirección norte-noroeste, arrastrando vientos de hasta más de 250 kilómetros por hora, según los datos de la JMA.   La agencia meteorológica también ha advertido de que podrían producirse precipitaciones muy copiosas que podrían suponer el doble de lo registrado normalmente en todo el mes de septiembre.   Más de 80 vuelos fueron cancelados hoy, principalmente con salida o destino en Okinawa y Kyushu.   La operadora ferroviaria West Japan Railway anunció que suspenderá la línea Sanyo de alta velocidad entre la ciudad de Hiroshima y Hakata el lunes y tiene previsto reducir la frecuencia en otras.   Varios fabricantes de vehículos, electrónica e instrumentos de precisión tendrían planeado suspender las operaciones en sus plantas de oeste del país, según informó la cadena pública NHK.  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//mundo/comienzan-evacuaciones-en-el-sudoeste-de-japon-ante-llegada-del-tifon-haishen-KH2845862,vanguardia,www.vanguardia.com
55226ba7c48e818fd2fba538a23f9a86, viernes 04 de septiembre de 2020 - 7:30 PM          ,"  Tal y como lo indicaron en un comunicado, esta decisión obedece a su preocupación por el bienestar y la salud del público, los artistas, trabajadores y toda la comunidad. ""Nuestra prioridad seguirá siendo la salud de todos"", aseguraron.   Las entradas para las fechas originales seguirán siendo válidas. También, quienes no puedan asistir a las nuevas fechas, podrán solicitar la devolución de su dinero siguiendo el proceso de reembolso en la página web del festival.   ""Esta pandemia nos ha hecho valorar más que nunca la importancia de la cercanía, la libertad de hacer lo que queramos, estar al aire libre, salir de la rutina, bailar y vivir la fiesta"", dijeron los organizadores.   Con respecto a los artistas que se presentarán en esta nueva fecha del festival, indicaron que están trabajando ""fuertemente para anunciarlo prontamente"".  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//entretenimiento/farandula/festival-estereo-picnic-anuncio-sus-nuevas-fechas-EH2845024,vanguardia,www.vanguardia.com
56868813f1a60decc905040c935c3234, jueves 03 de septiembre de 2020 - 12:00 AM          ,"  Gran controversia ha traído el Decreto 1174 del 27 de agosto de 2020. Para algunos expertos es una Reforma Laboral disfrazada, mientras que el Gobierno Nacional insiste que es una medida para favorecerá a los trabajadores.   La norma permitirá a los empleadores que puedan realizar contratos de trabajo por un monto de horas inferior a la jornada reglamentaria y, en consecuencia, con remuneraciones inferiores a un mínimo.   De acuerdo con Jairo Guillermo Isaza Castro, economista de la Universidad La Salle, “si bien, este tipo de contratación constituye un alivio a los costos laborales de las empresas, en la práctica puede significar que muchos empleadores opten por sustituir los contratos actuales a jornada de trabajo completa, por contratos de trabajo a tiempo parcial, que pueden ir desde unas pocas horas al día en función de lo que requieran sus necesidades en un momento determinado. Del otro lado están los trabajadores, que tendrán que subsistir con remuneraciones inferiores a un salario mínimo y en condiciones aún más inestables que en el pasado, pues ya no existirían restricciones para una contratación variable en duración e ingresos”.   Para el experto, en la práctica la norma es una reforma laboral que habilita la contratación por horas y ofrece un esquema de seguridad social con beneficios precarios.   De acuerdo con estudio realizado por Fasecolda en 2019, tan solo una cuarta parte de los jóvenes logrará pensionarse al final de su vida laboral, debido a la precariedad e inestabilidad de los contratos de trabajo y a que el monto y frecuencia de las cotizaciones no alcanza el mínimo de semanas para lograr una pensión de salario mínimo. Ahora, dice Isaza Castro, con la posibilidad de que parte de esos trabajadores serán contratados por horas, la proporción de los jóvenes actuales que logrará una pensión de jubilación en la vejez será aún menor.   El Piso de Protección social, entra en vigencia el 1 de febrero de 2021, y el proceso de proceso de implementar operatividad necesaria está siendo elaborado por Colpensiones.  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//economia/nacional/pago-por-horas-el-inicio-de-la-reforma-laboral-JN2834092,vanguardia,www.vanguardia.com
2e8f345393a6b14a3727d68c120f5407, lunes 31 de agosto de 2020 - 12:00 AM          ,"  Algunos, al ver los horrores y la tragedia de la pandemia que nos azota, cuestionan y exclaman: ¿Por qué Dios permite que pasen estas cosas?   Sé que es algo difícil de entender, pero la verdad es que en este mundo cada quien cree en Dios a su manera. Es cierto que varios lo culpan a Él de la cruda realidad que estamos enfrentando; sin embargo, yo considero que solo vivimos las consecuencias de nuestros propios actos.   Y es que vamos por la vida sembrando de espinas nuestro camino, sin pensar que algún día regresaremos y nos encontraremos en el mismo trayecto viviendo el viacrucis de los errores cometidos.   Lo más fácil es culpar al Creador o recurrir a su Santo Nombre para evadir nuestra responsabilidad; lo cual me parece triste y angustiante al mismo tiempo, porque hay muchas personas que viven en una ‘burbuja’ gracias a creencias mal fundamentadas dentro de sus religiones.   No creo que Dios sea responsable de nada de lo que nos suceda; les reitero que somos nosotros mismos quienes determinamos muestra propia realidad. ‘Y para la muestra un botón’: este COVID-19 es un grito desesperado de alerta por parte del planeta.   Contaminamos, matamos, abusamos y no respetamos a la naturaleza ni a los animales. Nos creemos los dueños del mundo y jugamos con los recursos naturales, como si tuviéramos otro lugar a donde ir.   El problema no es que Dios esté o no cuando más lo necesitamos; lo que sucede es que no tenemos la precaución de vivir y de tomar las decisiones acertadas para que las cosas no nos salgan tan mal.   El Señor está aquí para ayudarnos a entender aquellas cosas que no podemos comprender y para darnos consuelo en los momentos difíciles; no para castigar ni para condenar a nadie, pues cada quien sabe qué está haciendo con su vida y si le está aportando algo al mundo. ¡Dependiendo de eso es lo que recogerá en un futuro!   Como sociedad no hemos entendido la importancia del trabajo en equipo y aquí vemos hoy día las consecuencias.   Yo les recomiendo a todos que fortalezcamos nuestra relación con Dios y que procuremos hacer lo mejor que esté al alcance de nuestras manos para seguir adelante y no dejarnos amilanar por esta pandemia.   Si recurrimos a nuestra fortaleza lograremos llegar más lejos una vez esto acabe.   Se necesita talento para ser el apóstol de nuestras propias ideas, de tal forma que si soñamos algo debemos trabajar duro para conseguirlo y, por supuesto, a su debido tiempo.   La fe sin acción no existe; la fe sin amor por lo que se hace se extingue; y obviamente la fe sin una carta de navegación se extravía. Y es ahí, cuando nos distraemos y perdemos la brújula que recriminamos a Jesús e injustamente nos atrevemos a preguntarle dónde está cuando más lo necesitamos.   No podemos desfallecer, porque recuerde: “Dios es bueno todo el tiempo”.   A el Creador hay que darle su crédito de bondadoso, porque Él siempre es sensible al corazón y al menos bajo su Voluntad Divina saldremos airosos.   El milagro o la ‘ayuda’ que le pedimos a Él en este caos llegará y estaremos sanos y salvos. Eso sí, hay que tener fuerza, actuar con ganas y creer que las cosas se nos pueden dar.  ",Confirman 410 nuevos casos y 22 fallecidos de COVID-19 en Santander,https://www.vanguardia.com//entretenimiento/espiritualidad/recuerde-que-dios-es-bueno-todo-el-tiempo-GB2289228,vanguardia,www.vanguardia.com
